Name,Latin name,Other names,Relative growing difficulty,Growing difficulty : Soil,Growing difficulty : Pests,Care difficulty,Height,Planting distance,Sowing depth,Coldest USDA hardiness zone,Category,Scientific family,Plant group,Can be harvested from year,Plant diseases,Pests,Soil PH,Preferred soil type,Sunshine needed,Soil drainage,Zone 2 - Time to plant,Zone 2 - Time to harvest,Zone 3 - Time to plant,Zone 3 - Time to harvest,Zone 4 - Time to plant,Zone 4 - Time to harvest,Zone 5 - Time to plant,Zone 5 - Time to harvest,Zone 6 - Time to plant,Zone 6 - Time to harvest,Zone 7 - Time to plant,Zone 7 - Time to harvest,Zone 8 - Time to plant,Zone 8 - Time to harvest,Zone 9 - Time to plant,Zone 9 - Time to harvest,Zone 10 - Time to plant,Zone 10 - Time to harvest,Zone 11 - Time to plant,Zone 11 - Time to harvest,Image URL
Tuscan Kale,Brassica oleracea  (Acephala Group),"Dinosaur kale, Lacinato kale, Cavolo nero, Tuscan cabbage, Italian kale, Black kale, Flat back cabbage, Palm tree kale, Black Tuscan palm",1,2,1,2,35,15,0.5,2,Leaf,Brassicaceae,Kale,0,"Alternaria,Black rot,Blackleg,Clubroot,","Aphids,Birds,Cabbage loopers,Cabbage root maggots,Cabbage worms,Cutworms,Flea beetles,Nematodes,Slugs,Snails,","Neutral,Slightly acidic,Slightly alkaline,","Loam,","Full sun,Part shade,","Well-drained,","April,July,June,March,May,","August,July,June,May,","April,August,July,June,May,September,","August,July,June,May,October,September,","April,August,July,June,May,September,","August,July,June,May,October,September,","April,August,July,June,March,May,","April,August,July,June,May,October,September,","April,August,July,June,March,May,","April,August,July,June,May,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,",,,https://cdn.sympathink.com/wp-content/uploads/dinosaur-tuscan-kale-brassica-oleracea-60x45.jpg
Ulluco,Ullucus tuberosus,,5,1,5,4,15,12,4,8,Root and tuberous,Basellaceae,No group,0,"Verticillium wilt,","Mice,Slugs,Voles,","Neutral,Slightly acidic,","Loam,","Full sun,","Well-drained,",,,,,,,,,,,,,"May,","December,November,","May,","December,November,",,,,,https://cdn.sympathink.com/wp-content/uploads/ulluco-ullucus-tuberosus-60x45.jpg
Vegetable mustard,Brassica juncea,"Brown mustard, Chinese mustard, Indian mustard, Leaf mustard, Oriental mustard, Mustard Green",1,2,1,1,10,8,0.5,4,Leaf,Brassicaceae,No group,0,"No serious disease problems,","Aphids,Flea beetles,Whiteflies,","Neutral,Slightly acidic,Slightly alkaline,","Loam,","Full sun,Part shade,","Well-drained,",,,,,"April,May,","June,May,","April,May,","June,May,","April,May,","June,May,","April,May,","June,May,","February,March,","April,March,","February,January,","February,March,","January,","February,",,,https://cdn.sympathink.com/wp-content/uploads/mustard-green-brassica-juncea-60x45.jpg
Violet de Provence Artichoke,Cynara cardunculus var. scolymus,,5,4,5,4,54,24,0.25,3,Flowers & flower buds,Asteraceae,Artichoke,0,"No serious disease problems,","Aphids,","Neutral,Slightly acidic,Slightly alkaline,","Loam,","Full sun,","Well-drained,",,,"April,February,January,June,March,May,","August,September,","April,February,January,June,March,May,","August,September,","April,March,May,","August,September,","April,March,May,","August,September,","April,February,March,May,","August,September,","April,February,March,May,","August,September,","December,February,January,March,","July,June,May,",,,,,https://cdn.sympathink.com/wp-content/uploads/mustard-green-brassica-juncea-60x45.jpg
Vitelotte,Solanum tuberosum,"Vitelotte noire, Négresse, Truffe de Chine",4,5,4,4,48,12,6,3,Root and tuberous,Solanaceae,Potato,0,"Early blight,Late blight,Scab,","Aphids,Colorado potato beetles,Flea beetles,Leafhoppers,","Acidic,","Sandy,","Full sun,","Loose,Well-drained,",,,"June,May,","August,July,October,September,","June,May,","August,July,October,September,","April,March,May,","August,July,June,May,October,September,","April,March,May,","August,July,June,May,October,September,","April,March,","August,July,June,May,September,","April,March,","August,July,June,May,September,","April,March,October,September,","August,December,July,June,May,November,October,September,","April,March,October,September,","August,December,July,June,May,November,October,September,",,,https://cdn.sympathink.com/wp-content/uploads/vitelotte-solanum-tuberosum-60x45.jpg
Waltham Broccoli,Brassica oleracea var. italica,,4,1,4,4,27,16,0.25,3,Flowers & flower buds,Brassicaceae,Broccoli,0,"Clubroot,","Cabbage aphids,Cabbage root maggots,Cabbage worms,Cutworms,Flea beetles,Slugs,Snails,","Neutral,Slightly acidic,Slightly alkaline,","Loam,","Full sun,","Well-drained,",,,"April,August,July,June,March,May,September,","August,July,June,October,September,","April,August,July,June,March,May,September,","August,July,June,October,September,","April,August,July,June,March,May,October,September,","August,July,June,October,September,","April,August,July,June,March,May,October,September,","August,July,June,October,September,","April,August,February,July,June,March,May,October,September,","August,July,June,May,November,October,September,","April,August,February,July,June,March,May,October,September,","August,July,June,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,",,,https://cdn.sympathink.com/wp-content/uploads/waltham-broccoli-brassica-oleracea-italica-60x60.jpg
Wasabi,Wasabia japonica,Japanese horseradish,5,5,5,5,13,12,0.5,8,Root and tuberous,Brassicaceae,No group,3,"Blackleg,Soft rot,","Alfalfa looper larvae,Aphids,Cabbage looper larvae,Crane fly larvae,Slugs,","Neutral,Slightly acidic,","Loam,","Full shade,Part shade,","Well-drained,",,,,,,,,,,,,,"November,October,","August,July,June,","November,October,","August,July,June,","November,October,","August,July,June,",,,https://cdn.sympathink.com/wp-content/uploads/wasabi-wasabia-japonica-60x40.jpg
Watercress,Nasturtium officinale,"Mustard cress, Garden pepper cress, Pepperwort, Pepper grass, Poor man's pepper",3,4,2,4,20,3,0.25,3,Leaf,Brassicaceae,No group,0,"Crook rot (spongospora nasturtii),Damping off,","Aphids,Flea beetles,Mustard beetles,","Neutral,","Loam,","Full sun,","Well-drained,",,,"April,May,October,September,","April,June,May,November,October,September,","April,May,October,September,","April,June,May,November,October,September,","April,May,October,September,","April,August,July,June,May,November,October,September,","April,May,October,September,","April,August,July,June,May,November,October,September,","April,March,November,October,","April,December,June,March,May,November,October,","April,March,November,October,","April,December,June,March,May,November,October,","April,February,March,November,October,","April,December,February,March,May,November,October,","April,February,March,November,October,","April,December,February,March,May,November,October,","April,February,March,November,October,","April,December,February,March,May,November,October,",https://cdn.sympathink.com/wp-content/uploads/watercress-nasturtium-officinale-60x45.jpg
Watermelon Radish,Raphanus sativus,,3,3,4,3,12,2,0.5,2,Root and tuberous,Brassicaceae,Radish,0,"Clubroot,","Cabbage root maggots,","Acidic,Slightly acidic,","Clay,Loam,Sandy,","Full sun,Part shade,","Loose,Well-drained,","April,May,","August,July,June,May,","April,August,July,June,May,","August,July,June,May,October,September,","April,August,July,June,May,","August,July,June,May,October,September,","April,August,July,June,March,May,September,","April,August,July,June,May,October,September,","April,August,July,June,March,May,September,","April,August,July,June,May,October,September,","April,August,July,June,May,October,September,","August,December,July,June,May,November,October,September,","April,August,July,June,May,October,September,","August,December,July,June,May,November,October,September,","February,March,November,October,","April,December,March,November,","February,March,November,October,","April,December,March,November,",,,https://cdn.sympathink.com/wp-content/uploads/watermelon-radish-raphanus-sativus-60x40.jpg
Welsh Onion,Allium fistulosum,"Bunching onion, Long green onion, Japanese bunching onion",3,3,4,3,24,1,0.25,3,Bulb & stem,Amaryllidaceae,Onion,0,"Purple blotch,","Onion maggots,","Neutral,","Loam,","Full sun,","Well-drained,",,,"April,March,May,","August,September,","April,March,May,","August,September,","April,February,March,May,","August,September,","April,February,March,May,","August,September,","April,February,March,May,","August,July,September,","April,February,March,May,","August,July,September,","December,February,January,March,November,","April,August,July,June,March,May,","December,February,January,March,November,","April,August,July,June,March,May,",,,https://cdn.sympathink.com/wp-content/uploads/watermelon-radish-raphanus-sativus-60x40.jpg
Wheatgrass,Triticum aestivum,,1,1,1,1,50,Scatter,Light covering,3,Leaf,Poaceae,No group,0,"No serious disease problems,","Black grass bugs,","Neutral,Slightly acidic,Slightly alkaline,","Loam,","Full sun,","Well-drained,",,,"August,July,","August,July,","August,July,","August,July,","August,July,June,","August,July,June,","August,July,June,","August,July,June,","August,July,June,May,September,","August,July,June,May,September,","August,July,June,May,September,","August,July,June,May,September,","April,August,July,June,May,October,September,","April,August,July,June,May,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,","April,August,December,February,January,July,June,March,May,November,October,September,",https://cdn.sympathink.com/wp-content/uploads/wheatgrass-triticum-aestivum-60x45.jpg
White Carrot,Daucus carota subsp. sativus,,3,5,2,3,12,3,0.5,3,Root and tuberous,Apiaceae,Carrot,0,"Aster yellow disease,","Carrot rust flies,Carrot weevils,Flea beetles,Leafhoppers,Slugs,Wireworms,","Neutral,Slightly acidic,","Sandy,","Full sun,","Well-drained,",,,"August,July,June,May,","August,July,October,September,","August,July,June,May,","August,July,October,September,","April,August,July,June,May,September,","August,July,June,November,October,September,","April,August,July,June,May,September,","August,July,June,November,October,September,","April,","July,June,","April,","July,June,","April,August,February,July,June,March,May,October,September,","April,August,December,July,June,May,November,October,September,","April,August,February,July,June,March,May,October,September,","April,August,December,July,June,May,November,October,September,",,,https://cdn.sympathink.com/wp-content/uploads/white-carrot-daucus-carota-60x40.jpg
White Onion,Allium cepa,,3,3,4,3,24,4,0.25,3,Bulb & stem,Amaryllidaceae,Onion,0,"Purple blotch,","Onion maggots,","Neutral,","Loam,","Full sun,","Well-drained,",,,"April,March,May,","August,September,","April,March,May,","August,September,","April,February,March,May,","August,September,","April,February,March,May,","August,September,","April,February,March,May,","August,July,September,","April,February,March,May,","August,July,September,","December,February,January,March,November,","April,August,July,June,March,May,","December,February,January,March,November,","April,August,July,June,March,May,",,,https://cdn.sympathink.com/wp-content/uploads/white-onion-allium-cepa-60x36.jpg
White Turnip,Brassica rapa,Turnip,2,4,1,4,10,7,0.5,3,Root and tuberous,Brassicaceae,No group,0,"Black rot,Blackleg,Downy mildew,Powdery mildew,Turnip mosaic virus,","Cabbage aphids,Cabbage loopers,Cabbage worms,Cutworms,Flea beetles,Nematodes,Root maggots,Slugs,Snails,","Neutral,Slightly acidic,Slightly alkaline,","Loam,","Full sun,Part shade,","Well-drained,",,,"April,August,July,June,May,","August,July,June,October,September,","April,August,July,June,May,","August,July,June,October,September,","April,August,July,June,May,September,","August,July,June,November,October,September,","April,August,July,June,May,September,","August,July,June,November,October,September,","April,March,","August,July,June,","April,March,","August,July,June,","April,August,February,July,June,March,May,October,September,","April,August,December,July,June,May,November,October,September,","April,August,February,July,June,March,May,October,September,","April,August,December,July,June,May,November,October,September,",,,https://cdn.sympathink.com/wp-content/uploads/white-onion-allium-cepa-60x36.jpg
Wild Leek,Allium ampeloprasum,Broadleaf wild leek,3,2,4,3,30,5,0.5,3,Bulb & stem,Amaryllidaceae,Leek,0,"Botrytis leaf blight (botrytis squamosa),Purple blotch,","Onion maggots,Thrips,","Slightly acidic,","Loam,","Full sun,Part shade,","Well-drained,",,,"April,March,May,","July,June,","April,March,May,","July,June,","April,February,March,May,","July,June,","April,February,March,May,","July,June,","April,February,March,May,","July,June,","April,February,March,May,","July,June,","December,February,January,March,November,","July,June,","December,February,January,March,November,","July,June,",,,https://cdn.sympathink.com/wp-content/uploads/wild-leek-allium-ampeloprasum-60x40.jpg
Winter Purslane,Claytonia perfoliata,"Indian lettuce, Spring beauty, Miner's lettuce",1,1,1,1,15,10.5,0.25,5,Herbs,Montiaceae,Purslane,0,"No serious disease problems,","Purslane sawflies,","Acidic,Neutral,","Loam,","Full shade,Full sun,Part shade,","Well-drained,",,,,,,,"June,May,","August,July,June,","June,May,","August,July,June,","June,May,","August,July,June,","April,May,","August,July,June,","April,May,","August,July,June,",,,,,https://cdn.sympathink.com/wp-content/uploads/winter-purslane-claytonia-perfoliata-60x34.jpg
Yacón,Polymnia edulis,Peruvian ground apple,2,5,3,2,54,8,4,6,Root and tuberous,Asteraceae,No group,0,"Aster yellow disease,Cucumber mosaic virus,Erwinia wilt,Pseudomonas wilt,","Caterpillars,Deer,Rabbits,Slugs,Voles,Waterfowl,","Slightly acidic,","Loam,","Full sun,","Well-drained,",,,,,,,,,"April,","October,","April,","October,","March,","September,","March,","September,",,,,,https://cdn.sympathink.com/wp-content/uploads/yacón-polymnia-edulis-60x54.jpg
Yellow Bell Pepper,Capsicum annuum,,2,3,4,2,24,18,0.25,3,Fruits,Solanaceae,Pepper,0,"Blossom-end rot,Cucumber mosaic virus,","Aphids,Borers,Tarnished plant bugs,","Neutral,","Loam,","Full sun,","Well-drained,",,,"April,June,March,May,","August,July,","April,June,March,May,","August,July,","April,February,March,May,","August,July,","April,February,March,May,","August,July,September,","April,February,March,May,","August,July,June,","April,February,March,May,","August,July,June,","April,December,March,","July,June,","April,December,March,","July,June,",,,https://cdn.sympathink.com/wp-content/uploads/yellow-bell-pepper-capsicum-annuum-60x40.jpg
Yellow Carrot,Daucus carota subsp. sativus,,3,5,2,3,12,3,0.5,3,Root and tuberous,Apiaceae,Carrot,0,"Aster yellow disease,","Carrot rust flies,Carrot weevils,Flea beetles,Leafhoppers,Slugs,Wireworms,","Neutral,Slightly acidic,","Sandy,","Full sun,","Well-drained,",,,"August,July,June,May,","August,July,October,September,","August,July,June,May,","August,July,October,September,","April,August,July,June,May,September,","August,July,June,November,October,September,","April,August,July,June,May,September,","August,July,June,November,October,September,","April,","July,June,","April,","July,June,","April,August,February,July,June,March,May,October,September,","April,August,December,July,June,May,November,October,September,","April,August,February,July,June,March,May,October,September,","April,August,December,July,June,May,November,October,September,",,,https://cdn.sympathink.com/wp-content/uploads/yellow-carrot-daucus-carota-60x45.jpg
Yellow Squash,Cucurbita pepo,,3,3,2,4,24,24,0.5,3,Fruits,Cucurbitaceae,Squash,0,"Bacterial wilt,Blossom-end rot,Downy mildew,Powdery mildew,Scab,Viruses,","Aphids,Squash bugs,Squash vine borers,Stink bugs,Striped cucumber beetles,","Slightly acidic,","Loam,","Full sun,","Well-drained,",,,"July,June,","August,July,","July,June,","August,July,","July,June,May,","August,July,September,","July,June,May,","August,July,September,","April,May,","August,July,June,","April,May,","August,July,June,","April,March,September,","April,July,June,May,November,October,","April,March,September,","April,July,June,May,November,October,","February,January,","February,March,",https://cdn.sympathink.com/wp-content/uploads/yellow-squash-cucurbita-pepo-60x40.jpg
Yukon Gold Potato,Solanum tuberosum (Phureja Group),,5,4,3,5,27,10,4,3,Root and tuberous,Solanaceae,Potato,0,"Early blight,Late blight,Scab,","Aphids,Colorado potato beetles,Flea beetles,Leafhoppers,","Acidic,","Sandy,","Full sun,","Loose,Well-drained,",,,"June,May,","August,July,October,September,","June,May,","August,July,October,September,","April,March,May,","August,July,June,May,October,September,","April,March,May,","August,July,June,May,October,September,","April,March,","August,July,June,May,September,","April,March,","August,July,June,May,September,","April,March,October,September,","August,December,July,June,May,November,October,September,","April,March,October,September,","August,December,July,June,May,November,October,September,",,,https://cdn.sympathink.com/wp-content/uploads/yukon-gold-potato-solanum-tuberosum-60x45.jpg
Zucchini,Cucurbita pepo,Courgette,3,3,2,4,6,18,0.5,3,Fruits,Cucurbitaceae,Squash,0,"Bacterial wilt,Blossom-end rot,Downy mildew,Powdery mildew,Scab,Viruses,","Aphids,Squash bugs,Squash vine borers,Stink bugs,Striped cucumber beetles,","Slightly acidic,","Loam,","Full sun,","Well-drained,",,,"July,June,","August,July,","July,June,","August,July,","July,June,May,","August,July,September,","July,June,May,","August,July,September,","April,May,","August,July,June,","April,May,","August,July,June,","April,March,September,","April,July,June,May,November,October,","April,March,September,","April,July,June,May,November,October,","February,January,","February,March,",https://cdn.sympathink.com/wp-content/uploads/zucchini-courgette-cucurbita-pepo-60x40.jpg
Zucchini flower,Cucurbita pepo,,3,2,2,4,6,18,0.5,3,Flowers & flower buds,Cucurbitaceae,Squash,0,"Bacterial wilt,Blossom-end rot,Downy mildew,Powdery mildew,Scab,Viruses,","Aphids,Sqaush bugs,Squash vine borers,Stink bugs,Striped cucumber beetles,","Slightly acidic,","Loam,","Full sun,","Well-drained,",,,"July,June,","August,July,","July,June,","August,July,","July,June,May,","August,July,September,","July,June,May,","August,July,September,","April,May,","August,July,June,","April,May,","August,July,June,","April,March,September,","April,July,June,May,November,October,","April,March,September,","April,July,June,May,November,October,","February,January,","February,March,",https://cdn.sympathink.com/wp-content/uploads/zucchini-flower-cucurbita-pepo-60x40.jpg
